Solr_Field,Original_Heading,Count,Valid_Heading,URI,Authority,Type,Thoroughfares_Features,Action,Change_To,Changed,Note
mods_subject_geographic_ms,"South Main Street (Pittsburgh, Pa.)",1,"South Main Street (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,"South Main Street (Rock Creek, Ohio)",1,"South Main Street (Rock Creek, Ohio)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,"South Main Street Bridge (Pittsburgh, Pa.)",4,"South Main Street Bridge (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,"South Murtland Avenue (Pittsburgh, Pa.)",1,"South Murtland Avenue (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,"South Nineteenth Street (Pittsburgh, Pa.)",2,"South Nineteenth Street (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,"South Oakland (Pittsburgh, Pa.)",78,"South Oakland (Pittsburgh, Pa.)",,local,geographic,,,,false,
mods_subject_geographic_ms,"South Park (Pittsburgh, Pa. : Park)",1,"South Park (Allegheny County, Pa. : Park)",,local,geographic,,replace,"South Park (Allegheny County, Pa. : Park)",true,
mods_subject_geographic_ms,"South Park (Pittsburgh, Pa.)",5,"South Park (Allegheny County, Pa. : Park)",,local,geographic,,replace,"South Park (Allegheny County, Pa. : Park)",true,
mods_subject_geographic_ms,"South Park (Bethel Park, Pa.)",1,"South Park (Allegheny County, Pa. : Park)",,local,geographic,,replace,"South Park (Allegheny County, Pa. : Park)",true,
mods_subject_topic_ms,"South Park (Allegheny County, Pa.)",5,"South Park (Allegheny County, Pa. : Park)",,local,geographic,,replace,"South Park (Allegheny County, Pa. : Park)",true,
mods_subject_geographic_ms,South Park (Pa. : Township),4,South Park (Pa. : Township),http://id.loc.gov/authorities/names/n82235324,naf,geographic,,,,false,
mods_subject_topic_ms,South Park.,4,South Park (Pa. : Township),http://id.loc.gov/authorities/names/n82235324,naf,geographic,,replace,South Park (Pa. : Township),true,
mods_subject_topic_ms,"Miller Homestead (South Park, Pa.)",1,South Park (Pa. : Township),http://id.loc.gov/authorities/names/n82235324,naf,geographic,,replace,South Park (Pa. : Township),true,
mods_subject_geographic_ms,South Park (Pa. : Township).,1,South Park (Pa. : Township),http://id.loc.gov/authorities/names/n82235324,naf,geographic,,replace,South Park (Pa. : Township),true,
mods_subject_geographic_ms,"South Pennsylvania Street (Indianapolis, Ind.)",1,"South Pennsylvania Street (Indianapolis, Ind.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,"South Seventeenth Street (Pittsburgh, Pa.)",1,"South Seventeenth Street (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,"South Shore (Pittsburgh, Pa.)",246,"South Shore (Pittsburgh, Pa.)",,local,geographic,,,,false,
mods_subject_geographic_ms,South Hills (Pa.),59,"South Side (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n97021452,naf,geographic,,replace,"South Side (Pittsburgh, Pa.)",true,
mods_subject_geographic_ms,"South Hills (Pittsburgh, Pa.)",3,"South Side (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n97021452,naf,geographic,,replace,"South Side (Pittsburgh, Pa.)",true,
mods_subject_topic_ms,"Southside (Pittsburgh, Pa.)",39,"South Side (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n97021452,naf,geographic,,replace,"South Side (Pittsburgh, Pa.)",true,
mods_subject_topic_ms,"South Side (Pittsburgh, Pa.)",99,"South Side (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n97021452,naf,geographic,,,,false,
mods_subject_geographic_ms,"South Side (Pittsburgh, Pa.)",787,"South Side (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n97021452,naf,geographic,,,,false,
mods_subject_geographic_ms,"Bedford Square (Pittsburgh, Pa.)",2,"Bedford Square (Pittsburgh, Pa.)",,local,geographic,,,,false,
mods_subject_geographic_ms,"Southside Flats (Pittsburgh, Pa.)",3,"South Side Flats (Pittsburgh, Pa.)",,local,geographic,,replace,"South Side Flats (Pittsburgh, Pa.)",true,
mods_subject_geographic_ms,"South Side Flats (Pittsburgh, Pa.)",59,"South Side Flats (Pittsburgh, Pa.)",,local,geographic,,,,false,
mods_subject_geographic_ms,"South Side Slopes (Pittsburgh, Pa.)",74,"South Side Slopes (Pittsburgh, Pa.)",,local,geographic,,,,false,
mods_subject_geographic_ms,"South Sixteenth Street (Pittsburgh, Pa.)",1,"South Sixteenth Street (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,"South Tenth Street Bridge (Pittsburgh, Pa.)",10,"South Tenth Street Bridge (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_topic_ms,"South Tenth Street Bridge (Pittsburgh, Pa.)",6,"South Tenth Street Bridge (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,"South Thirteenth Street (Pittsburgh, Pa.)",3,"South Thirteenth Street (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_topic_ms,"South Twenty-Second Street Bridge (Pittsburgh, Pa.)",4,"South Twenty-second Street Bridge (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,"South Twenty-second Street Bridge (Pittsburgh, Pa.)",true,
mods_subject_geographic_ms,"South Twenty-second Street (Pittsburgh, Pa.)",1,"South Twenty-second Street (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,"South Twenty-Second Street Bridge (Pittsburgh, Pa.)",1,"South Twenty-second Street Bridge (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,"South Twenty-second Street Bridge (Pittsburgh, Pa.)",true,
mods_subject_geographic_ms,"South Twenty-second Street Bridge (Pittsburgh, Pa.)",3,"South Twenty-second Street Bridge (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,"South Twenty-third Street (Pittsburgh, Pa.)",1,"South Twenty-third Street (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,South Uniontown (Pa.),1,South Uniontown (Pa.),http://id.loc.gov/authorities/names/no2016057228,naf,geographic,,,,false,
mods_subject_geographic_ms,South Versailles (Pa. : Township),3,South Versailles (Pa. : Township),http://id.loc.gov/authorities/names/no2004110051,naf,geographic,,,,false,
mods_subject_geographic_ms,South Yarmouth (Mass.),1,South Yarmouth (Mass.),,local,geographic,,,,false,
mods_subject_topic_ms,"South Side Water Works (Pittsburgh, Pa.)",1,"SouthSide Works (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n2014079624,naf,geographic,,replace,"SouthSide Works (Pittsburgh, Pa.)",true,
mods_subject_geographic_ms,Southern Cone of South America,3,Southern Cone of South America,http://id.loc.gov/authorities/subjects/sh85125614,lcsh,geographic,,,,false,
mods_subject_topic_ms,Southern States,11,Southern States,http://id.loc.gov/authorities/subjects/sh85125633-781,lcsh,geographic,,,,false,
mods_subject_geographic_ms,Southern States,27,Southern States,http://id.loc.gov/authorities/subjects/sh85125633-781,lcsh,geographic,,,,false,
mods_subject_geographic_ms,Southern states,1,Southern States,http://id.loc.gov/authorities/subjects/sh85125633-781,lcsh,geographic,,replace,Southern States,true,
mods_subject_topic_ms,"Southside Avenue (Pittsburgh, Pa.)",1,"Southside Avenue (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_topic_ms,"Southvue Drive (Upper St. Clair, Pa.).",1,"Southvue Drive (Upper St. Clair, Pa.)",,local,thoroughfare,thoroughfare,move,"Southvue Drive (Upper St. Clair, Pa.)",true,
mods_subject_geographic_ms,"Southwest, New",5,"Southwest, New",http://id.loc.gov/authorities/subjects/sh85125669,lcsh,geographic,,,,false,
mods_subject_geographic_ms,"Southwest, Old",7,"Southwest, Old",http://id.loc.gov/authorities/subjects/sh85125681,lcsh,geographic,,,,false,
mods_subject_geographic_ms,Southwestern States,1,Southwestern States,http://id.loc.gov/authorities/subjects/sh85125686,lcsh,geographic,,,,false,
mods_subject_topic_ms,Southwestern States,3,Southwestern States,http://id.loc.gov/authorities/subjects/sh85125686,lcsh,geographic,,,,false,
mods_subject_geographic_ms,Soviet Union,667,Soviet Union,http://id.loc.gov/authorities/names/n80126312,naf,geographic,,,,false,
mods_subject_geographic_ms,USSR,1,Soviet Union,http://id.loc.gov/authorities/names/n80126312,naf,geographic,,replace,Soviet Union,true,
mods_subject_geographic_ms,Spain,20,Spain,http://id.loc.gov/authorities/names/n79006971,naf,geographic,,,,false,
mods_subject_geographic_ms,Spangler (Pa.),1,Spangler (Pa.),http://id.loc.gov/authorities/names/n97097235,naf,geographic,,,,false,
mods_subject_temporal_ms,"Spanish-American War, 1898",1,"Spanish-American War, 1898",http://id.loc.gov/authorities/subjects/sh85140286,lcsh,topic,,,,false,
mods_subject_geographic_ms,Sparrows Point (Md.),4,Sparrows Point (Md.),http://id.loc.gov/authorities/names/n85377436,naf,geographic,,,,false,
mods_subject_topic_ms,"Special Olympics (Pittsburgh, Pa.)",1,Special Olympics,http://id.loc.gov/authorities/subjects/sh2004003358,lcsh,topic,,split,Special Olympics,true,
mods_subject_genre_ms,Specimens,5,Specimens,http://id.loc.gov/authorities/subjects/sh87006764,lcsh,genre,,,,false,
mods_subject_genre_ms,Speeches in Congress,27,Speeches in Congress,http://id.loc.gov/authorities/subjects/sh99001409,lcsh,genre,,,,false,
mods_subject_genre_ms,Messages,1,"Speeches, addresses, etc.",http://id.loc.gov/authorities/subjects/sh85126460,lcsh,topic,,add,"Speeches, addresses, etc.",true,
mods_subject_geographic_ms,Spokane (Wash.),1,Spokane (Wash.),http://id.loc.gov/authorities/names/n79124718,naf,geographic,,,,false,
mods_subject_geographic_ms,"Spring Garden (Pittsburgh, Pa.)",93,"Spring Garden (Pittsburgh, Pa.)",,local,geographic,,,,false,
mods_subject_topic_ms,"Spring Garden (Pittsburgh, Pa.)",6,"Spring Garden (Pittsburgh, Pa.)",,local,geographic,,,,false,
mods_subject_topic_ms,"Spring Hill (Pittsburgh, Pa.)",2,"Spring Hill (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n2013033726,naf,geographic,,,,false,
mods_subject_geographic_ms,"Spring Hill (Pittsburgh, Pa.)",87,"Spring Hill (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n2013033726,naf,geographic,,,,false,
mods_subject_geographic_ms,"Spring Hill-City View (Pittsburgh, Pa.)",63,"Spring Hill-City View (Pittsburgh, Pa.)",,local,geographic,,,,false,
mods_subject_topic_ms,"Spring Street (Pittsburgh, Pa.), Houses",1,"Spring Street (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,split,"Spring Street (Pittsburgh, Pa.)",true,
mods_subject_topic_ms,"Spring Street (Pittsburgh, Pa.), Houses",1,Dwellings,http://id.loc.gov/authorities/subjects/sh99005705,lcsh,topic,,add,Dwellings,true,
mods_subject_topic_ms,"Springbank (Pittsburgh, Pa.).",3,"Springbank (Pittsburgh, Pa.)",,local,geographic,,replace,"Springbank (Pittsburgh, Pa.)",true,
mods_subject_geographic_ms,"Springdale (Allegheny County, Pa.)",6,"Springdale (Allegheny County, Pa.)",http://id.loc.gov/authorities/names/n81091226,naf,geographic,,,,false,
mods_subject_topic_ms,"Springdale (Allegheny County, Pa.)",1,"Springdale (Allegheny County, Pa.)",http://id.loc.gov/authorities/names/n81091226,naf,geographic,,,,false,
mods_subject_topic_ms,Springdale (Pa.),1,"Springdale (Allegheny County, Pa.)",http://id.loc.gov/authorities/names/n81091226,naf,geographic,,replace,"Springdale (Allegheny County, Pa.)",true,
mods_subject_geographic_ms,Springdale (Pa. : Township),1,Springdale (Pa. : Township),http://id.loc.gov/authorities/names/no2010074559,naf,geographic,,,,false,
mods_subject_geographic_ms,Springdale (Pa.),1,Springdale (Pa. : Township),http://id.loc.gov/authorities/names/no2010074559,naf,geographic,,replace,Springdale (Pa. : Township),true,
mods_subject_geographic_ms,"Springdale Dam (Allegheny County, Pa.)",7,"Springdale Dam (Springdale, Pa.)",,local,geographic,dam,replace,"Springdale Dam (Springdale, Pa.)",true,
mods_subject_topic_ms,"Springdale Dam (Springdale, Pa.)",1,"Springdale Dam (Springdale, Pa.)",,local,geographic,dam,,,false,
mods_subject_topic_ms,Springfield (Pa.),1,"Springfield (Delaware County, Pa. : Township)",http://id.loc.gov/authorities/names/n82273967,naf,geographic,,replace,"Springfield (Delaware County, Pa. : Township)",true,
mods_subject_topic_ms,Springfield (Ill).,1,Springfield (Ill.),http://id.loc.gov/authorities/names/n79041941,naf,geographic,,replace,Springfield (Ill.),true,
mods_subject_geographic_ms,"Springhill (Bedford County, Pa. : Township)",1,"Springhill (Bedford County, Pa. : Township)",,local,geographic,,,,false,
mods_subject_geographic_ms,"Springhill (Fayette County, Pa. : Township)",1,"Springhill (Fayette County, Pa. : Township)",http://id.loc.gov/authorities/names/no2005018315,naf,geographic,,,,false,
mods_subject_geographic_ms,"Spruce Run Bridge (Ben Avon, Pa.)",1,"Spruce Run Bridge (Ben Avon, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_topic_ms,"Spruce Street (Johnstown, Pa.)",1,"Spruce Street (Johnstown, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,Squirrel Hill,1,"Squirrel Hill (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n2004024179,naf,geographic,,replace,"Squirrel Hill (Pittsburgh, Pa.)",true,
mods_subject_geographic_ms,"Squirrel Hill (Pittsburgh, Pa.)",705,"Squirrel Hill (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n2004024179,naf,geographic,,,,false,
mods_subject_topic_ms,"Squirrel Hill (Pittsburgh, Pa.)",63,"Squirrel Hill (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n2004024179,naf,geographic,,,,false,
mods_subject_geographic_ms,"Squirrel Hill North (Pittsburgh, Pa.)",38,"Squirrel Hill North (Pittsburgh, Pa.)",,local,geographic,,,,false,
mods_subject_geographic_ms,"Squirrel Hill South (Pittsburgh, Pa.)",60,"Squirrel Hill South (Pittsburgh, Pa.)",,local,geographic,,,,false,
mods_subject_geographic_ms,"Squirrel Hill Tunnel (Pittsburgh, Pa.)",3,"Squirrel Hill Tunnel (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_topic_ms,"Squirrel Hill Tunnel (Pittsburgh, Pa.)",5,"Squirrel Hill Tunnel (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,"St. Clair (Pittsburgh, Pa.)",7,"St. Clair (Pittsburgh, Pa.)",,local,geographic,,,,false,
mods_subject_topic_ms,"St. Clair (Pittsburgh, Pa.)",3,"St. Clair (Pittsburgh, Pa.)",,local,geographic,,,,false,
mods_subject_geographic_ms,St. Clair Boro (Pa.),4,"St. Clair (Pittsburgh, Pa.)",,local,geographic,,replace,"St. Clair (Pittsburgh, Pa.)",true,
mods_subject_geographic_ms,"St. Clair Avenue (Cleveland, Ohio)",1,"St. Clair Avenue (Cleveland, Ohio)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_topic_ms,Pittsburgh. Stadiums,1,Stadiums,http://id.loc.gov/authorities/subjects/sh85127212,lcsh,topic,,add,Stadiums,true,
mods_subject_geographic_ms,"Stanton Heights (Pittsburgh, Pa.)",41,"Stanton Heights (Pittsburgh, Pa.)",,local,geographic,,,,false,
mods_subject_topic_ms,"Stanton Heights (Pittsburgh, Pa.)",3,"Stanton Heights (Pittsburgh, Pa.)",,local,geographic,,,,false,
mods_subject_geographic_ms,"Stanwix Street (Pittsburgh, Pa.)",13,"Stanwix Street (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_topic_ms,"Stanwix Street (Pittsburgh, Pa.)",7,"Stanwix Street (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,Star Junction (Pa.),1,Star Junction (Pa.),,local,geographic,,,,false,
mods_subject_topic_ms,"State Game Lands Road (Franklin Park, Pa.)",8,"State Game Lands Road (Allegheny County, Pa.)",,local,thoroughfare,thoroughfare,move,"State Game Lands Road (Allegheny County, Pa.)",true,
mods_subject_topic_ms,"State Game Lands Road (Marshall Township, Pa.)",1,"State Game Lands Road (Allegheny County, Pa.)",,local,thoroughfare,thoroughfare,move,"State Game Lands Road (Allegheny County, Pa.)",true,
mods_subject_topic_ms,"State Game Lands Road (Marshall Township, Pa.)",1,Marshall (Pa. : Township),http://id.loc.gov/authorities/names/n88267853,naf,geographic,,add,Marshall (Pa. : Township),true,
mods_subject_topic_ms,"State Game Lands Road (Marshall, Pa.)",1,"State Game Lands Road (Allegheny County, Pa.)",,local,thoroughfare,thoroughfare,move,"State Game Lands Road (Allegheny County, Pa.)",true,
mods_subject_topic_ms,"State Game Lands Road (Marshall, Pa.)",1,Marshall (Pa. : Township),http://id.loc.gov/authorities/names/n88267853,naf,geographic,,add,Marshall (Pa. : Township),true,
mods_subject_geographic_ms,"State Street (Chicago, Ill.)",6,"State Street (Chicago, Ill.)",http://id.loc.gov/authorities/subjects/sh2003001795,lcsh,geographic,,move,,false,
mods_subject_topic_ms,"Station Square (Pittsburgh, Pa.)",1,"Station Square (Pittsburgh, Pa.)",,local,geographic,,,,false,
mods_subject_genre_ms,Statistics,104,Statistics,http://id.loc.gov/authorities/subjects/sh85127580,lcsh,genre,,,,false,
mods_subject_genre_ms,"Statistics, Vital",1,"Statistics, Vital",http://id.loc.gov/authorities/subjects/sh99001418,lcsh,genre,,,,false,
mods_subject_geographic_ms,Ste. Marie-Madeleine,90,"Basilique de la Madeleine (Vézelay, France)",http://id.loc.gov/authorities/names/n50074010,naf,corporate,,,"Basilique de la Madeleine (Vézelay, France)",true,
mods_subject_topic_ms,Strikes and lockouts Steel industry.,1,Steel industry and trade,http://id.loc.gov/authorities/subjects/sh85127829,lcsh,topic,,add,Steel industry and trade,true,
mods_subject_titleInfo_title_ms,Steel/City : a docudrama in three acts,1,Steel/City : a docudrama in three acts,,local,title,,,,false,
mods_subject_geographic_ms,Steelton (Pa.),1,Steelton (Pa.),http://id.loc.gov/authorities/names/n80005690,naf,geographic,,,,false,
mods_subject_geographic_ms,Sterrett (Pa.),2,Sterrett (Pa.),,local,geographic,,,,false,
mods_subject_geographic_ms,Steubenville (Ohio),6,Steubenville (Ohio),http://id.loc.gov/authorities/names/n82127168,naf,geographic,,,,false,
mods_subject_topic_ms,Steubenville (Ohio),2,Steubenville (Ohio),http://id.loc.gov/authorities/names/n82127168,naf,geographic,,,,false,
mods_subject_geographic_ms,"Stewart (Fayette County, Pa. : Township)",2,"Stewart (Fayette County, Pa. : Township)",,local,geographic,,,,false,
mods_subject_geographic_ms,Stilwell Road (Burma and India),24,Stilwell Road (Burma and India),http://id.loc.gov/authorities/subjects/sh2002012855-781,lcsh,geographic,,,,false,
mods_subject_geographic_ms,Stobo (Pa.),8,Stobo (Pa.),,local,geographic,,,,false,
mods_subject_topic_ms,"Stockton Avenue (Pittsburgh, Pa.)",2,"Stockton Avenue (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,Stonycreek River (Pa.),17,Stonycreek River (Pa.),,local,geographic,,,,false,
mods_subject_topic_ms,Stoop Ferry (Pa.),1,"Stoops Ferry (Carnot-Moon, Pa.)",,local,geographic,,replace,"Stoops Ferry (Carnot-Moon, Pa.)",true,
mods_subject_geographic_ms,Stoops Ferry (Pa.),13,"Stoops Ferry (Carnot-Moon, Pa.)",,local,geographic,,replace,"Stoops Ferry (Carnot-Moon, Pa.)",true,
mods_subject_topic_ms,"Hughs and Hatcher (Pittsburgh, Pa.)",1,"Stores, Retail",http://id.loc.gov/authorities/subjects/sh85128377,lcsh,topic,,add,"Stores, Retail",true,
mods_subject_topic_ms,Stormarn (Germany),1,Stormarn (Germany),http://id.loc.gov/authorities/names/n82037879,naf,geographic,,,,false,
mods_subject_geographic_ms,Stowe (Pa. : Township),17,Stowe (Pa. : Township),http://id.loc.gov/authorities/names/no00078951,naf,geographic,,,,false,
mods_subject_geographic_ms,Stowe (Pa. : Township).,5,Stowe (Pa. : Township),http://id.loc.gov/authorities/names/no00078951,naf,geographic,,replace,Stowe (Pa. : Township),true,
mods_subject_topic_ms,Stowe Township.,21,Stowe (Pa. : Township),http://id.loc.gov/authorities/names/no00078951,naf,geographic,,replace,Stowe (Pa. : Township),true,
mods_subject_topic_ms,"Strauss Street (Pittsburgh, Pa.)",2,"Strauss Street (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_topic_ms,"Strawberry Way (Pittsburgh, Pa.)",2,"Strawberry Way (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_topic_ms,"Street A (Oakmont, Pa.)",2,Streets,http://id.loc.gov/authorities/subjects/sh85128633,lcsh,topic,,replace,Streets,true,
mods_subject_topic_ms,"Deutschtown Square (Pittsburgh, Pa.)",1,"Deutschtown Square (Pittsburgh, Pa.)",,local,geographic,,split,,false,
mods_subject_topic_ms,"Deutschtown Square (Pittsburgh, Pa.)",1,Streets,http://id.loc.gov/authorities/subjects/sh85128633,lcsh,topic,,add,Streets,true,
mods_subject_topic_ms,Floods Streets,1,Streets,http://id.loc.gov/authorities/subjects/sh85128633,lcsh,topic,,add,Streets,true,
mods_subject_topic_ms,Aluminum-Strength.,1,Strength of materials,http://id.loc.gov/authorities/subjects/sh85128671,lcsh,topic,,add,Strength of materials,true,
mods_subject_topic_ms,Strikes and lockouts Steel industry.,1,Strikes and lockouts,http://id.loc.gov/authorities/subjects/sh85128731,lcsh,topic,,add,Strikes and lockouts,true,
mods_subject_topic_ms,"Strip District (Pittsburgh, Pa.)",46,"Strip (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n88277313,naf,geographic,,replace,"Strip (Pittsburgh, Pa.)",true,
mods_subject_geographic_ms,"Strip (Pittsburgh, Pa.)",249,"Strip (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n88277313,naf,geographic,,,,false,
mods_subject_geographic_ms,"Strip District (Pittsburgh, Pa.)",48,"Strip (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n88277313,naf,geographic,,replace,"Strip (Pittsburgh, Pa.)",true,
mods_subject_topic_ms,"Stroschein Road (Monroeville, Pa.)",1,"Stroschein Road (Monroeville, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,Struthers (Ohio),6,Struthers (Ohio),http://id.loc.gov/authorities/names/n98069600,naf,geographic,,,,false,
mods_subject_topic_ms,Outdoor Student Activities,1,Student activities,http://id.loc.gov/authorities/subjects/sh85129244,lcsh,topic,,add,Student activities,true,
mods_subject_topic_ms,Pennsylvania.High School State Champions.Girl's Tennis,1,Students,http://id.loc.gov/authorities/subjects/sh85129296,lcsh,topic,,add,Students,true,
mods_subject_topic_ms,"Middle school students (Pittsburgh, Pa.)",1,Students,http://id.loc.gov/authorities/subjects/sh85129296,lcsh,topic,,replace,Students,true,
mods_subject_genre_ms,Studies and exercises,4,Studies and exercises,http://id.loc.gov/authorities/subjects/sh99001764,lcsh,genre,,,,false,
mods_subject_geographic_ms,Sugar Creek (Pa.),1,"Sugarcreek (Armstrong County, Pa. : Township)",http://id.loc.gov/authorities/names/n88135819,naf,geographic,,replace,"Sugarcreek (Armstrong County, Pa. : Township)",true,
mods_subject_topic_ms,"Suisman Street (Pittsburgh, Pa.)",1,"Suisman Street (Pittsburgh, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,Sumida River (Japan),1,Sumida River (Japan),http://id.loc.gov/authorities/subjects/sh85130420,lcsh,geographic,,,,false,
mods_subject_geographic_ms,"Summer Hill (Pittsburgh, Pa.)",7,"Summer Hill (Pittsburgh, Pa.)",,local,geographic,,,,false,
mods_subject_geographic_ms,Summerhill (Pa.),1,Summerhill (Pa.),http://id.loc.gov/authorities/names/n2015054798,naf,geographic,,,,false,
mods_subject_topic_ms,Summit County,4,Summit County (Ohio),http://id.loc.gov/authorities/names/n79120273,naf,geographic,,replace,Summit County (Ohio),true,
mods_subject_topic_ms,Summit County (Ohio),4,Summit County (Ohio),http://id.loc.gov/authorities/names/n79120273,naf,geographic,,,,false,
mods_subject_topic_ms,Sun Valley.,1,Sun Valley (Idaho),http://id.loc.gov/authorities/names/n80139661,naf,geographic,,replace,Sun Valley (Idaho),true,
mods_subject_geographic_ms,Sunbury (Ga.),1,Sunbury (Ga.),http://id.loc.gov/authorities/names/nr2001010636,naf,geographic,,,,false,
mods_subject_geographic_ms,Sunbury (Pa.),2,Sunbury (Pa.),http://id.loc.gov/authorities/names/n82129263,naf,geographic,,,,false,
mods_subject_topic_ms,Sundgau (France),1,Sundgau (France),http://id.loc.gov/authorities/names/n95053957,naf,geographic,,,,false,
mods_subject_topic_ms,"Sunny Hill Road (Franklin Park, Pa.)",1,"Sunny Hill Road (Franklin Park, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_geographic_ms,Sunnyside (Pa.),2,Sunnyside (Pa.),,local,geographic,,,,false,
mods_subject_topic_ms,"Sunset Road (McCandless, Pa.)",3,"Sunset Road (McCandless, Pa.)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_topic_ms,"Superior (Lake, Region)",2,"Superior, Lake, Region (Minn., Mich., Wis., and Ont.)",,local,geographic,,,"Superior, Lake, Region (Minn., Mich., Wis., and Ont.)",true,
mods_subject_geographic_ms,Superior (Pa.),2,Superior (Pa.),,local,geographic,,,,false,
mods_subject_geographic_ms,"Superior Avenue (Cleveland, Ohio)",2,"Superior Avenue (Cleveland, Ohio)",,local,thoroughfare,thoroughfare,move,,false,
mods_subject_topic_ms,"Superior, Lake.",1,"Superior, Lake",http://id.loc.gov/authorities/subjects/sh85130609-781,lcsh,geographic,,replace,"Superior, Lake",true,
mods_subject_geographic_ms,"Superior, Lake",3,"Superior, Lake",http://id.loc.gov/authorities/subjects/sh85130609-781,lcsh,geographic,,,,false,
mods_subject_topic_ms,"Supervisors, Industrial",3,"Supervisors, Industrial",http://id.loc.gov/authorities/subjects/sh85130676,lcsh,topic,,,,false,
mods_subject_geographic_ms,Suriname,3,Suriname,http://id.loc.gov/authorities/names/n79022986,naf,geographic,,,,false,
mods_subject_temporal_ms,"Surrender to the British, 1812",1,"Detroit (Mich.)--History--Surrender to the British, 1812",http://id.loc.gov/authorities/subjects/sh85037312,lcsh,topic,,replace,"Detroit (Mich.)--History--Surrender to the British, 1812",true,
mods_subject_genre_ms,Surveys,1,Surveys,http://id.loc.gov/authorities/subjects/sh99001768,lcsh,genre,,,,false,
mods_subject_geographic_ms,Susquehanna County (Pa.),1,Susquehanna County (Pa.),http://id.loc.gov/authorities/names/n82152818,naf,geographic,,,,false,
mods_subject_geographic_ms,Susquehanna River,3,Susquehanna River,http://id.loc.gov/authorities/subjects/sh85130903-781,lcsh,geographic,,,,false,
mods_subject_topic_ms,Susquehanna River,3,Susquehanna River,http://id.loc.gov/authorities/subjects/sh85130903-781,lcsh,geographic,,,,false,
mods_subject_topic_ms,Susquehanna River.,4,Susquehanna River,http://id.loc.gov/authorities/subjects/sh85130903-781,lcsh,geographic,,replace,Susquehanna River,true,
mods_subject_geographic_ms,Susquehanna River Valley,3,Susquehanna River Valley,http://id.loc.gov/authorities/subjects/sh96001192,lcsh,geographic,,,,false,
