Solr_Field,Original_Heading,Count,Valid_Heading,URI,Authority,Type,Thoroughfares_Features,Action,Change_To,Changed,Note
mods_subject_topic_ms,"Election, 1852",1,1852,,local,temporal,,add,1852,true,
mods_subject_topic_ms,May poles 1900-1910.,1,1900-1910,,local,temporal,,add,1900-1910,true,
mods_subject_topic_ms,Politics and government--1917-1936,206,1917-1936,,local,temporal,,add,1917-1936,true,
mods_subject_topic_ms,Politics and government--1936-1953,206,1936-1953,,local,temporal,,add,1936-1953,true,
mods_subject_topic_ms,4-H clubs,1,4-H clubs,http://id.loc.gov/authorities/subjects/sh85000002,lcsh,topic,,,,false,
mods_subject_topic_ms,Aardvark,1,Aardvark,http://id.loc.gov/authorities/subjects/sh85000028,lcsh,topic,,,,false,
mods_subject_topic_ms,Aardvarks,1,Aardvark,http://id.loc.gov/authorities/subjects/sh85000028,lcsh,topic,,replace,Aardvark,true,
mods_subject_topic_ms,Abandoned buildings,157,Abandoned buildings,http://id.loc.gov/authorities/subjects/sh2006005935,lcsh,topic,,,,false,
mods_subject_topic_ms,Abandoned coal mines,2,Abandoned coal mines,http://id.loc.gov/authorities/subjects/sh85000052,lcsh,topic,,,,false,
mods_subject_topic_ms,Abandoned farms,1,Abandoned farms,http://id.loc.gov/authorities/subjects/sh85047324,lcsh,topic,,,,false,
mods_subject_topic_ms,Abandoned houses.,2,Abandoned houses,http://id.loc.gov/authorities/subjects/sh88005625,lcsh,topic,,replace,Abandoned houses,true,
mods_subject_topic_ms,Abduction,2,Abduction,http://id.loc.gov/authorities/subjects/sh85000114,lcsh,topic,,,,false,
mods_subject_topic_ms,"Abercrombie's Ticonderoga Campaign, 1758",1,"Abercrombie's Ticonderoga Campaign, N.Y., 1758",http://id.loc.gov/authorities/subjects/sh85000134,lcsh,topic,,replace,"Abercrombie's Ticonderoga Campaign, N.Y., 1758",true,
mods_subject_topic_ms,Abolitionists,3,Abolitionists,http://id.loc.gov/authorities/subjects/sh85000188,lcsh,topic,,,,false,
mods_subject_topic_ms,Absentee voting,1,Absentee voting,http://id.loc.gov/authorities/subjects/sh85144421,lcsh,topic,,,,false,
mods_subject_topic_ms,Academic costume,12,Academic costume,http://id.loc.gov/authorities/subjects/sh85000298,lcsh,topic,,,,false,
mods_subject_topic_ms,Academic decorations of honor,60,Academic decorations of honor,http://id.loc.gov/authorities/subjects/sh85036314,lcsh,topic,,,,false,
mods_subject_topic_ms,College libraries,1,Academic libraries,http://id.loc.gov/authorities/subjects/sh85076584,lcsh,topic,,replace,Academic libraries,true,
mods_subject_topic_ms,University libraries,4,Academic libraries,http://id.loc.gov/authorities/subjects/sh85076584,lcsh,topic,,replace,Academic libraries,true,
mods_subject_topic_ms,Academic rites and ceremonies,11,Academic rites and ceremonies,http://id.loc.gov/authorities/subjects/sh95008853,lcsh,topic,,,,false,
mods_subject_topic_ms,Academic writing,7,Academic writing,http://id.loc.gov/authorities/subjects/sh93009381,lcsh,topic,,,,false,
mods_subject_topic_ms,Accidents,10,Accidents,http://id.loc.gov/authorities/subjects/sh99002078,lcsh,topic,,,,false,
mods_subject_topic_ms,Accidents prevention,2,Accidents--Prevention,http://id.loc.gov/authorities/subjects/sh85000371,lcsh,topic,,replace,Accidents--Prevention,true,
mods_subject_topic_ms,Accordion.,1,Accordion,http://id.loc.gov/authorities/subjects/sh85000385,lcsh,topic,,replace,Accordion,true,
mods_subject_topic_ms,Accordionists,1,Accordionists,http://id.loc.gov/authorities/subjects/sh85000404,lcsh,topic,,,,false,
mods_subject_topic_ms,Accounting,15,Accounting,http://id.loc.gov/authorities/subjects/sh99002080,lcsh,topic,,,,false,
mods_subject_topic_ms,Accounting departments,1,Accounting departments,http://id.loc.gov/authorities/subjects/sh85000426,lcsh,topic,,,,false,
mods_subject_topic_ms,Accreditation.,1,Accreditation,http://id.loc.gov/authorities/subjects/sh85000436,lcsh,topic,,replace,Accreditation,true,
mods_subject_topic_ms,Acid rain,1,Acid rain,http://id.loc.gov/authorities/subjects/sh85000526,lcsh,topic,,,,false,
mods_subject_topic_ms,Acolytes,1,Acolytes,http://id.loc.gov/authorities/subjects/sh85000565,lcsh,topic,,,,false,
mods_subject_topic_ms,Altar boys,1,Acolytes,http://id.loc.gov/authorities/subjects/sh85000565,lcsh,topic,,replace,Acolytes,true,
mods_subject_topic_ms,Extension to the territories,1,Acquisition of territory,http://id.loc.gov/authorities/subjects/sh85000631,lcsh,topic,,replace,Acquisition of territory,true,
mods_subject_topic_ms,Acrobatics,4,Acrobatics,http://id.loc.gov/authorities/subjects/sh85000652,lcsh,topic,,,,false,
mods_subject_topic_ms,Acrobats.,38,Acrobats,http://id.loc.gov/authorities/subjects/sh85000653,lcsh,topic,,replace,Acrobats,true,
mods_subject_topic_ms,Act (Philosophy),1,Act (Philosophy),http://id.loc.gov/authorities/subjects/sh85000677,lcsh,topic,,,,false,
mods_subject_topic_ms,Acting teachers,1,Acting teachers,http://id.loc.gov/authorities/subjects/sh85000698,lcsh,topic,,,,false,
mods_subject_topic_ms,Actions and defenses,1,Actions and defenses,http://id.loc.gov/authorities/subjects/sh85000723,lcsh,topic,,,,false,
mods_subject_topic_ms,Japanese actors,62,Actors,http://id.loc.gov/authorities/subjects/sh85000744,lcsh,topic,,add,Actors,true,
mods_subject_topic_ms,Actors,110,Actors,http://id.loc.gov/authorities/subjects/sh85000744,lcsh,topic,,,,false,
mods_subject_topic_ms,Actors and actresses.,4,Actors,http://id.loc.gov/authorities/subjects/sh85000744,lcsh,topic,,split,Actors,true,
mods_subject_topic_ms,Actors.,17,Actors,http://id.loc.gov/authorities/subjects/sh85000744,lcsh,topic,,replace,Actors,true,
mods_subject_topic_ms,Actresses.,7,Actresses,http://id.loc.gov/authorities/subjects/sh85000755,lcsh,topic,,replace,Actresses,true,
mods_subject_topic_ms,Actors and actresses.,4,Actresses,http://id.loc.gov/authorities/subjects/sh85000755,lcsh,topic,,add,Actresses,true,
mods_subject_topic_ms,Actresses,6,Actresses,http://id.loc.gov/authorities/subjects/sh85000755,lcsh,topic,,,,false,
mods_subject_topic_ms,Adaptations,8,Adaptations,http://id.loc.gov/authorities/subjects/sh2002012499,lcsh,topic,,,,false,
mods_subject_topic_ms,Adhesive tape.,1,Adhesive tape,http://id.loc.gov/authorities/subjects/sh85000864,lcsh,topic,,replace,Adhesive tape,true,
mods_subject_topic_ms,Administration,15,Administration,http://id.loc.gov/authorities/subjects/sh2002007910,lcsh,topic,,,,false,
mods_subject_topic_ms,Organization and administration,5,Administration,http://id.loc.gov/authorities/subjects/sh2002007910,lcsh,topic,,add,Administration,true,
mods_subject_topic_ms,Administration of estates,1,Administration of estates,http://id.loc.gov/authorities/subjects/sh85000899,lcsh,topic,,,,false,
mods_subject_topic_ms,Administrative agencies,4,Administrative agencies,http://id.loc.gov/authorities/subjects/sh85000901,lcsh,topic,,,,false,
mods_subject_topic_ms,Administrative and pol,4,Administrative and political divisions,http://id.loc.gov/authorities/subjects/sh85000909,lcsh,topic,,replace,Administrative and political divisions,true,
mods_subject_topic_ms,Administrative and political divisi,1,Administrative and political divisions,http://id.loc.gov/authorities/subjects/sh85000909,lcsh,topic,,replace,Administrative and political divisions,true,
mods_subject_topic_ms,Administrative and political divisions,99,Administrative and political divisions,http://id.loc.gov/authorities/subjects/sh85000909,lcsh,topic,,,,false,
mods_subject_topic_ms,Adminsitrative and political divisions,2,Administrative and political divisions,http://id.loc.gov/authorities/subjects/sh85000909,lcsh,topic,,replace,Administrative and political divisions,true,
mods_subject_topic_ms,Administrative law,1,Administrative law,http://id.loc.gov/authorities/subjects/sh85000913,lcsh,topic,,,,false,
mods_subject_topic_ms,Administrative procedure,3,Administrative procedure,http://id.loc.gov/authorities/subjects/sh85000919,lcsh,topic,,,,false,
mods_subject_topic_ms,Admirals,2,Admirals,http://id.loc.gov/authorities/subjects/sh85000927,lcsh,topic,,,,false,
mods_subject_topic_ms,Adobe houses,1,Adobe houses,http://id.loc.gov/authorities/subjects/sh85000946,lcsh,topic,,,,false,
mods_subject_topic_ms,Adult education,12,Adult education,http://id.loc.gov/authorities/subjects/sh99002124,lcsh,topic,,,,false,
mods_subject_topic_ms,Adult education for women,2,Adult education,http://id.loc.gov/authorities/subjects/sh99002124,lcsh,topic,,replace,Adult education,true,
mods_subject_topic_ms,Adventure stories,4,Adventure stories,http://id.loc.gov/authorities/subjects/sh85001072,lcsh,topic,,,,false,
mods_subject_topic_ms,"Adventure stories, American",4,"Adventure stories, American",http://id.loc.gov/authorities/subjects/sh85001073,lcsh,topic,,,,false,
mods_subject_topic_ms,Advertisements,6,Advertising,http://id.loc.gov/authorities/subjects/sh85001086,lcsh,topic,,replace,Advertising,true,
mods_subject_topic_ms,Advertisements.,1,Advertising,http://id.loc.gov/authorities/subjects/sh85001086,lcsh,topic,,replace,Advertising,true,
mods_subject_topic_ms,Advertising,527,Advertising,http://id.loc.gov/authorities/subjects/sh85001086,lcsh,topic,,,,false,
mods_subject_topic_ms,Pittsburgh. Advertising,2,Advertising,http://id.loc.gov/authorities/subjects/sh85001086,lcsh,topic,,replace,Advertising,true,
mods_subject_topic_ms,Advertising.,19,Advertising,http://id.loc.gov/authorities/subjects/sh85001086,lcsh,topic,,replace,Advertising,true,
mods_subject_topic_ms,Advertising clocks,1,Advertising clocks,http://id.loc.gov/authorities/subjects/sh95001118,lcsh,topic,,,,false,
mods_subject_topic_ms,Advertising fliers,2,Advertising fliers,http://id.loc.gov/authorities/subjects/sh85001201,lcsh,topic,,,,false,
mods_subject_topic_ms,Advertising fliers.,1,Advertising fliers,http://id.loc.gov/authorities/subjects/sh85001201,lcsh,topic,,replace,Advertising fliers,true,
mods_subject_topic_ms,Advertising specialties,1,Advertising specialties,http://id.loc.gov/authorities/subjects/sh85001208,lcsh,topic,,,,false,
mods_subject_topic_ms,Outdoor advertising,18,"Advertising, Outdoor",http://id.loc.gov/authorities/subjects/sh85001186,lcsh,topic,,replace,"Advertising, Outdoor",true,
mods_subject_topic_ms,"Advertising, Outdoor",3,"Advertising, Outdoor",http://id.loc.gov/authorities/subjects/sh85001186,lcsh,topic,,,,false,
mods_subject_topic_ms,Outdoor,1,"Advertising, Outdoor",http://id.loc.gov/authorities/subjects/sh85001186,lcsh,topic,,replace,"Advertising, Outdoor",true,
mods_subject_topic_ms,"Advertising, Political",3,"Advertising, Political",http://id.loc.gov/authorities/subjects/sh85001189,lcsh,topic,,,,false,
mods_subject_topic_ms,Aerial Photographs,1,Aerial photographs,http://id.loc.gov/authorities/subjects/sh99001232,lcsh,topic,,replace,Aerial photographs,true,
mods_subject_topic_ms,Aerial photographs,43,Aerial photographs,http://id.loc.gov/authorities/subjects/sh99001232,lcsh,topic,,,,false,
mods_subject_topic_ms,Aerial photographs.,23,Aerial photographs,http://id.loc.gov/authorities/subjects/sh99001232,lcsh,topic,,replace,Aerial photographs,true,
mods_subject_topic_ms,Aerial photography,23,Aerial photography,http://id.loc.gov/authorities/subjects/sh85101264,lcsh,topic,,,,false,
mods_subject_topic_ms,Reconnaissance,1,"Aerial reconnaissance, British",http://id.loc.gov/authorities/subjects/sh90000839,lcsh,topic,,split,"Aerial reconnaissance, British",true,
mods_subject_topic_ms,Aerial tramways,2,Aerial tramways,http://id.loc.gov/authorities/subjects/sh95005080,lcsh,topic,,,,false,
mods_subject_topic_ms,Aerial views.,74,Aerial views,http://id.loc.gov/authorities/subjects/sh99001238,lcsh,topic,,replace,Aerial views,true,
mods_subject_topic_ms,Aerial views,195,Aerial views,http://id.loc.gov/authorities/subjects/sh99001238,lcsh,topic,,,,false,
mods_subject_topic_ms,Aerial View,1,Aerial views,http://id.loc.gov/authorities/subjects/sh99001238,lcsh,topic,,replace,Aerial views,true,
mods_subject_topic_ms,Aerialists.,38,Aerialists,http://id.loc.gov/authorities/subjects/sh85001286,lcsh,topic,,replace,Aerialists,true,
mods_subject_topic_ms,Aeronautics,2,Aeronautics,http://id.loc.gov/authorities/subjects/sh85001319,lcsh,topic,,,,false,
mods_subject_topic_ms,Aesthetics,3,Aesthetics,http://id.loc.gov/authorities/subjects/sh99002256,lcsh,topic,,,,false,
mods_subject_topic_ms,"Aesthetics, Black",1,"Aesthetics, Black",http://id.loc.gov/authorities/subjects/sh85001447,lcsh,topic,,,,false,
mods_subject_topic_ms,"Aesthetics, French",1,"Aesthetics, French",http://id.loc.gov/authorities/subjects/sh85001455,lcsh,topic,,,,false,
mods_subject_topic_ms,"Aesthetics, German",1,"Aesthetics, German",http://id.loc.gov/authorities/subjects/sh85001458,lcsh,topic,,,,false,
mods_subject_topic_ms,Affinity (Canon law),2,Affinity (Canon law),http://id.loc.gov/authorities/subjects/sh85001501,lcsh,topic,,,,false,
mods_subject_topic_ms,Affirmative action programs,2,Affirmative action programs,http://id.loc.gov/authorities/subjects/sh85001507,lcsh,topic,,,,false,
mods_subject_topic_ms,African American Methodists,1,African American Methodists,http://id.loc.gov/authorities/subjects/sh85001867,lcsh,topic,,,,false,
mods_subject_topic_ms,African American architects,1,African American architects,http://id.loc.gov/authorities/subjects/sh85001788,lcsh,topic,,,,false,
mods_subject_topic_ms,African American architecture,1,African American architecture,http://id.loc.gov/authorities/subjects/sh85001789,lcsh,topic,,,,false,
mods_subject_topic_ms,African American artisans,2,African American artisans,http://id.loc.gov/authorities/subjects/sh85001793,lcsh,topic,,,,false,
mods_subject_topic_ms,African American arts,1,African American arts,http://id.loc.gov/authorities/subjects/sh85001795,lcsh,topic,,,,false,
mods_subject_topic_ms,African American athletes,26,African American athletes,http://id.loc.gov/authorities/subjects/sh85001797,lcsh,topic,,,,false,
mods_subject_topic_ms,African American authors,3,African American authors,http://id.loc.gov/authorities/subjects/sh85001798,lcsh,topic,,,,false,
mods_subject_topic_ms,African American boys,10,African American boys,http://id.loc.gov/authorities/subjects/sh92003317,lcsh,topic,,,,false,
mods_subject_topic_ms,African American business enterprises,5,African American business enterprises,http://id.loc.gov/authorities/subjects/sh85001807,lcsh,topic,,,,false,
mods_subject_topic_ms,African American businesspeople,1,African American businesspeople,http://id.loc.gov/authorities/subjects/sh85002007,lcsh,topic,,,,false,
mods_subject_topic_ms,African American children,56,African American children,http://id.loc.gov/authorities/subjects/sh85001809,lcsh,topic,,,,false,
mods_subject_topic_ms,African American choreographers,1,African American choreographers,http://id.loc.gov/authorities/subjects/sh2015002339,lcsh,topic,,,,false,
mods_subject_topic_ms,African American churches,1,African American churches,http://id.loc.gov/authorities/subjects/sh85001817,lcsh,topic,,,,false,
mods_subject_topic_ms,African American civil rights workers,1,African American civil rights workers,http://id.loc.gov/authorities/subjects/sh91006121,lcsh,topic,,,,false,
mods_subject_topic_ms,African American college administrators,18,African American college administrators,http://id.loc.gov/authorities/subjects/sh85001819,lcsh,topic,,,,false,
mods_subject_topic_ms,African American college students,5,African American college students,http://id.loc.gov/authorities/subjects/sh85001821,lcsh,topic,,,,false,
mods_subject_topic_ms,African American college teachers,20,African American college teachers,http://id.loc.gov/authorities/subjects/sh85001826,lcsh,topic,,,,false,
mods_subject_topic_ms,African American construction workers,3,African American construction workers,http://id.loc.gov/authorities/subjects/sh88006940,lcsh,topic,,,,false,
mods_subject_topic_ms,African American dancers,4,African American dancers,http://id.loc.gov/authorities/subjects/sh99000256,lcsh,topic,,,,false,
mods_subject_topic_ms,African American dramatists,28,African American dramatists,http://id.loc.gov/authorities/subjects/sh87003937,lcsh,topic,,,,false,
mods_subject_topic_ms,African American editors,1,African American editors,http://id.loc.gov/authorities/subjects/sh2005001476,lcsh,topic,,,,false,
mods_subject_topic_ms,African American educators,1,African American educators,http://id.loc.gov/authorities/subjects/sh99004225,lcsh,topic,,,,false,
mods_subject_topic_ms,African American entertainers,5,African American entertainers,http://id.loc.gov/authorities/subjects/sh85001839,lcsh,topic,,,,false,
mods_subject_topic_ms,African American families,2,African American families,http://id.loc.gov/authorities/subjects/sh85001843,lcsh,topic,,,,false,
mods_subject_topic_ms,African American girls,4,African American girls,http://id.loc.gov/authorities/subjects/sh94005486,lcsh,topic,,,,false,
mods_subject_topic_ms,African American men,13,African American men,http://id.loc.gov/authorities/subjects/sh85001865,lcsh,topic,,,,false,
mods_subject_topic_ms,African American motion picture producers and directors,1,African American motion picture producers and directors,http://id.loc.gov/authorities/subjects/sh85001871,lcsh,topic,,,,false,
mods_subject_topic_ms,African American musicians,8,African American musicians,http://id.loc.gov/authorities/subjects/sh85001872,lcsh,topic,,,,false,
mods_subject_topic_ms,African American newspapers,1,African American newspapers,http://id.loc.gov/authorities/subjects/sh85001873,lcsh,topic,,,,false,
mods_subject_topic_ms,African American nurses,14,African American nurses,http://id.loc.gov/authorities/subjects/sh85001875,lcsh,topic,,,,false,
mods_subject_topic_ms,African American officers,2,African American officers,http://id.loc.gov/authorities/subjects/sh2004006339,lcsh,topic,,,,false,
mods_subject_topic_ms,African American philanthropists,9,African American philanthropists,http://id.loc.gov/authorities/subjects/sh2004005478,lcsh,topic,,,,false,
mods_subject_topic_ms,African American photographers,1,African American photographers,http://id.loc.gov/authorities/subjects/sh85001881,lcsh,topic,,,,false,
mods_subject_topic_ms,African American physicians,6,African American physicians,http://id.loc.gov/authorities/subjects/sh85001882,lcsh,topic,,,,false,
mods_subject_topic_ms,African American poets,17,African American poets,http://id.loc.gov/authorities/subjects/sh85001883,lcsh,topic,,,,false,
mods_subject_topic_ms,African American political activists,1,African American political activists,http://id.loc.gov/authorities/subjects/sh98001430,lcsh,topic,,,,false,
mods_subject_topic_ms,African American politicians,2,African American politicians,http://id.loc.gov/authorities/subjects/sh85001886,lcsh,topic,,,,false,
mods_subject_topic_ms,African American school children,10,African American school children,http://id.loc.gov/authorities/subjects/sh2002009864,lcsh,topic,,,,false,
mods_subject_topic_ms,African American singers,2,African American singers,http://id.loc.gov/authorities/subjects/sh85001901,lcsh,topic,,,,false,
mods_subject_topic_ms,African American Soldiers.,1,African American soldiers,http://id.loc.gov/authorities/subjects/sh85001906,lcsh,topic,,replace,African American soldiers,true,
mods_subject_topic_ms,African American Soldiers,1,African American soldiers,http://id.loc.gov/authorities/subjects/sh85001906,lcsh,topic,,replace,African American soldiers,true,
mods_subject_topic_ms,African American soldiers,74,African American soldiers,http://id.loc.gov/authorities/subjects/sh85001906,lcsh,topic,,,,false,
mods_subject_topic_ms,African American students,64,African American students,http://id.loc.gov/authorities/subjects/sh85001908,lcsh,topic,,,,false,
mods_subject_topic_ms,African American teachers,2,African American teachers,http://id.loc.gov/authorities/subjects/sh85001910,lcsh,topic,,,,false,
mods_subject_topic_ms,African American teenagers,4,African American teenagers,http://id.loc.gov/authorities/subjects/sh87006882,lcsh,topic,,,,false,
mods_subject_topic_ms,African American theater,169,African American theater,http://id.loc.gov/authorities/subjects/sh85001915,lcsh,topic,,,,false,
mods_subject_topic_ms,African American theatrical producers and directors,1,African American theatrical producers and directors,http://id.loc.gov/authorities/subjects/sh99004732,lcsh,topic,,,,false,
mods_subject_topic_ms,African American track and field athletes,2,African American track and field athletes,http://id.loc.gov/authorities/subjects/sh2010006731,lcsh,topic,,,,false,
mods_subject_topic_ms,African American women.,1,African American women,http://id.loc.gov/authorities/subjects/sh85001923,lcsh,topic,,replace,African American women,true,
mods_subject_topic_ms,African American women,16,African American women,http://id.loc.gov/authorities/subjects/sh85001923,lcsh,topic,,,,false,
mods_subject_topic_ms,African Americans.,3,African Americans,http://id.loc.gov/authorities/subjects/sh85001932,lcsh,topic,,replace,African Americans,true,
mods_subject_topic_ms,African Americans-​-​Pennsylvania-​-​Wilmerding.,2,African Americans,http://id.loc.gov/authorities/subjects/sh85001932,lcsh,topic,,split,African Americans,true,
mods_subject_topic_ms,African Americans,1176,African Americans,http://id.loc.gov/authorities/subjects/sh85001932,lcsh,topic,,,,false,
mods_subject_topic_ms,African American businesses,1,African Americans,http://id.loc.gov/authorities/subjects/sh85001932,lcsh,topic,,replace,African Americans,true,
mods_subject_topic_ms,African American,1,African Americans,http://id.loc.gov/authorities/subjects/sh85001932,lcsh,topic,,replace,African Americans,true,
mods_subject_topic_ms,African American alumni and alumnae,3,African Americans,http://id.loc.gov/authorities/subjects/sh85001932,lcsh,topic,,split,African Americans,true,
mods_subject_topic_ms,African American automobile mechanics,1,African Americans,http://id.loc.gov/authorities/subjects/sh85001932,lcsh,topic,,split,African Americans,true,
mods_subject_topic_ms,African American blue collar workers,1,African Americans,http://id.loc.gov/authorities/subjects/sh85001932,lcsh,topic,,split,African Americans,true,
mods_subject_topic_ms,African Americans in literature,1,African Americans in literature,http://id.loc.gov/authorities/subjects/sh85002009,lcsh,topic,,,,false,
mods_subject_topic_ms,African diaspora,5,African diaspora,http://id.loc.gov/authorities/subjects/sh91005631,lcsh,topic,,,,false,
mods_subject_topic_ms,African diaspora in literature,1,African diaspora in literature,http://id.loc.gov/authorities/subjects/sh2006005605,lcsh,topic,,,,false,
mods_subject_topic_ms,African influences,3,African influences,http://id.loc.gov/authorities/subjects/sh99002260,lcsh,topic,,,,false,
mods_subject_topic_ms,African literature,1,African literature,http://id.loc.gov/authorities/subjects/sh85001733,lcsh,topic,,,,false,
mods_subject_topic_ms,Afro-Brazilian cults,1,Afro-Brazilian religions,http://id.loc.gov/authorities/subjects/sh88007804,lcsh,topic,,replace,Afro-Brazilian religions,true,
mods_subject_topic_ms,Afternoon teas,1,Afternoon teas,http://id.loc.gov/authorities/subjects/sh85002031,lcsh,topic,,,,false,
mods_subject_topic_ms,Aging,2,Aging,http://id.loc.gov/authorities/subjects/sh85002201,lcsh,topic,,,,false,
mods_subject_topic_ms,Agricultural colleges,1,Agricultural colleges,http://id.loc.gov/authorities/subjects/sh85002288,lcsh,topic,,,,false,
mods_subject_topic_ms,Agricultural development projects,2,Agricultural development projects,http://id.loc.gov/authorities/subjects/sh85002306,lcsh,topic,,,,false,
mods_subject_topic_ms,County fairs,1,Agricultural exhibitions,http://id.loc.gov/authorities/subjects/sh85002317,lcsh,topic,,replace,Agricultural exhibitions,true,
mods_subject_topic_ms,Agricultural laborers,22,Agricultural laborers,http://id.loc.gov/authorities/subjects/sh85002338,lcsh,topic,,,,false,
mods_subject_topic_ms,Agricultural machinery,3,Agricultural machinery,http://id.loc.gov/authorities/subjects/sh85002361,lcsh,topic,,,,false,
mods_subject_topic_ms,Agriculture,22,Agriculture,http://id.loc.gov/authorities/subjects/sh85002415,lcsh,topic,,,,false,
mods_subject_topic_ms,Agriculture and state,2,Agriculture and state,http://id.loc.gov/authorities/subjects/sh85002484,lcsh,topic,,,,false,
mods_subject_topic_ms,Air,72,Air,http://id.loc.gov/authorities/subjects/sh85002570,lcsh,topic,,,,false,
mods_subject_topic_ms,Air Force One (Presidential aircraft),3,Air Force One (Presidential aircraft),http://id.loc.gov/authorities/subjects/sh2002005756,lcsh,topic,,,,false,
mods_subject_topic_ms,Air bases,8,Air bases,http://id.loc.gov/authorities/subjects/sh85002597,lcsh,topic,,,,false,
mods_subject_topic_ms,Air conditioning,1,Air conditioning,http://id.loc.gov/authorities/subjects/sh85002610,lcsh,topic,,,,false,
mods_subject_topic_ms,Air guns,1,Air guns,http://id.loc.gov/authorities/subjects/sh85002641,lcsh,topic,,,,false,
mods_subject_topic_ms,Air mail service,3,Air mail service,http://id.loc.gov/authorities/subjects/sh85002667,lcsh,topic,,,,false,
mods_subject_topic_ms,Aviators.,1,Air pilots,http://id.loc.gov/authorities/subjects/sh85002673,lcsh,topic,,replace,Air pilots,true,
mods_subject_topic_ms,Air pilots,3,Air pilots,http://id.loc.gov/authorities/subjects/sh85002673,lcsh,topic,,,,false,
mods_subject_topic_ms,Air quality,1,Air quality,http://id.loc.gov/authorities/subjects/sh85002686,lcsh,topic,,,,false,
mods_subject_topic_ms,Air quality management,2,Air quality management,http://id.loc.gov/authorities/subjects/sh85002688,lcsh,topic,,,,false,
mods_subject_topic_ms,Air sampling apparatus,1,Air sampling apparatus,http://id.loc.gov/authorities/subjects/sh85002698,lcsh,topic,,,,false,
mods_subject_topic_ms,"Aerial operations, British",8,Air warfare,http://id.loc.gov/authorities/subjects/sh85002719,lcsh,topic,,replace,Air warfare,true,
mods_subject_topic_ms,Air Pollution,42,Air--Pollution,http://id.loc.gov/authorities/subjects/sh85002574,lcsh,topic,,replace,Air--Pollution,true,
mods_subject_topic_ms,Air Pollution.,2,Air--Pollution,http://id.loc.gov/authorities/subjects/sh85002574,lcsh,topic,,replace,Air--Pollution,true,
mods_subject_topic_ms,Air pollution,2,Air--Pollution,http://id.loc.gov/authorities/subjects/sh85002574,lcsh,topic,,replace,Air--Pollution,true,
mods_subject_topic_ms,Air-compressors.,1,Air-compressors,http://id.loc.gov/authorities/subjects/sh85002608,lcsh,topic,,replace,Air-compressors,true,
mods_subject_topic_ms,Air-compressors,2,Air-compressors,http://id.loc.gov/authorities/subjects/sh85002608,lcsh,topic,,,,false,
mods_subject_topic_ms,Aircraft accidents,2,Aircraft accidents,http://id.loc.gov/authorities/subjects/sh85001323,lcsh,topic,,,,false,
mods_subject_topic_ms,Airlines,1,Airlines,http://id.loc.gov/authorities/subjects/sh85002650,lcsh,topic,,,,false,
mods_subject_topic_ms,Airplane,6,Airplanes,http://id.loc.gov/authorities/subjects/sh85002782,lcsh,topic,,replace,Airplanes,true,
mods_subject_topic_ms,Aircraft.,2,Airplanes,http://id.loc.gov/authorities/subjects/sh85002782,lcsh,topic,,replace,Airplanes,true,
mods_subject_topic_ms,Airplanes.,6,Airplanes,http://id.loc.gov/authorities/subjects/sh85002782,lcsh,topic,,replace,Airplanes,true,
mods_subject_topic_ms,Airplanes Models,1,Airplanes,http://id.loc.gov/authorities/subjects/sh85002782,lcsh,topic,,split,Airplanes,true,
mods_subject_topic_ms,Airplanes,59,Airplanes,http://id.loc.gov/authorities/subjects/sh85002782,lcsh,topic,,,,false,
mods_subject_topic_ms,"Airplanes, Military",11,"Airplanes, Military",http://id.loc.gov/authorities/subjects/sh85002934,lcsh,topic,,,,false,
mods_subject_topic_ms,Model airplanes,3,Airplanes--Models,http://id.loc.gov/authorities/subjects/sh85002841,lcsh,topic,,replace,Airplanes--Models,true,
mods_subject_topic_ms,Airport aprons,1,Airport aprons,http://id.loc.gov/authorities/subjects/sh2014000190,lcsh,topic,,,,false,
mods_subject_topic_ms,Airport control towers,1,Airport control towers,http://id.loc.gov/authorities/subjects/sh85002968,lcsh,topic,,,,false,
mods_subject_topic_ms,Airport terminals,20,Airport terminals,http://id.loc.gov/authorities/subjects/sh88001468,lcsh,topic,,,,false,
mods_subject_topic_ms,Airfields.,1,Airports,http://id.loc.gov/authorities/subjects/sh85002960,lcsh,topic,,replace,Airports,true,
mods_subject_topic_ms,Airfield,1,Airports,http://id.loc.gov/authorities/subjects/sh85002960,lcsh,topic,,replace,Airports,true,
mods_subject_topic_ms,Aerodrome,2,Airports,http://id.loc.gov/authorities/subjects/sh85002960,lcsh,topic,,replace,Airports,true,
mods_subject_topic_ms,Airports.,1,Airports,http://id.loc.gov/authorities/subjects/sh85002960,lcsh,topic,,replace,Airports,true,
mods_subject_topic_ms,Airports,61,Airports,http://id.loc.gov/authorities/subjects/sh85002960,lcsh,topic,,,,false,
mods_subject_topic_ms,Airships,3,Airships,http://id.loc.gov/authorities/subjects/sh85002992,lcsh,topic,,,,false,
mods_subject_topic_ms,Blimp,1,Airships,http://id.loc.gov/authorities/subjects/sh85002992,lcsh,topic,,replace,Airships,true,
mods_subject_topic_ms,Airships.,1,Airships,http://id.loc.gov/authorities/subjects/sh85002992,lcsh,topic,,replace,Airships,true,
mods_subject_topic_ms,Alcoholic beverage industry,5,Alcoholic beverage industry,http://id.loc.gov/authorities/subjects/sh85003282,lcsh,topic,,,,false,
