PID,field_address,field_geographic_features,field_geographic_features_categories,field_throroughfares,field_subject,field_subjects_name,Note
pitt:00vsep14,,Monongahela River,,Wylie Street|Bessemer Street|Gauge Street|Eighth Avenue|Doyle Avenue|Walnut Street|Channel Street|Seventh Avenue|Hays Street|Pear Alley|Hays Avenue|Bloom Street|16th Street|11th Street|Flange Street|Buchman|Hazel Alley|Wilson Street|Harden Street|Trestle Street|14th Street|Sarah Street|Sheffler Street|McDonald|Laurel Street|Locust Alley|Howard Street|Watson Street|Clarion Street|Charles Avenue|Parry Street|Station Alley|Tenth Avenue|Railroad Street|Beech Alley|Beam Street|Sylvan Street|Laurel Alley|Pine Alley|Cherry Street|Mulberry Alley|Peach Alley|Ninth Avenue|Wood Street|Benezet Avenue|Chord Street|15th Street|Short Alley|Neel Street|Angle Street|Clay Alley|Marina Street|Cready Street|Elm Alley|Ash Alley|Basic Avenue|Mesta Street|Revenue Street|Helen Street|Mary Street|Forest Avenue|Cherry Alley|Oak Alley|12th Street|Plum Alley|Coke Avenue|Ingot Avenue|Stack Alley|Mill Street|Clippings Street|River Street|Hemlock Avenue|13th Street|Harbison Street|Mayflower Alley|Grandview Boulevard,,,confirm subject geo heading|confirm referring to river
pitt:00vsep15,,St. Mary's Cemetery|Hebrew Cemetery|Homestead Cemetery|Monongahela River|Hebrew Cemetery|Homestead Cemetery,cemetery,Ridge Alley|Spruce Alley|Robert Avenue|Vondera Street|Third Avenue|Township Road|Grant Street|Pine Alley|Garfield Avenue|Clark Alley|Hemlock Alley|Duquesne Avenue|Cherry or Jack Street|Home Street|Dean Street|Kennett Street|Oak Alley|Frank Street|Terrace Avenue|Carnegie Avenue|Dora Street|Green Spring Avenue|Hyman Alley|Jane Street|O'Brecht Street|Sherman Street|Chestnut Road|Center Street|Dewey Street|Washington Street|Beech Alley|Hazel Street|Brice Street|Sylvina Street|Public Road|Baldwin Alley|Mary Street|Avon Terrace|Trumbull Alley|Butler Alley|Vane Street|Laura Avenue|Logan Alley|Hawkins Street|Seventh Avenue|Regina Street|Wells Alley|South Street|Farragut Alley|Chestnut Street|Fourth Avenue|Harding Alley|Douglas Avenue|Lincoln Street|West Avenue|Corey Street|Guy Street|Virgin Avenue|Munhall Road|Chalfant Street|Highland Street|Miller Alley|Champaign Alley|Clinton Street|Francis Street|Franklin Street|Mclean Street|Walnut Street|Hays Street|Pear Alley|Fifth Avenue|Chapman Avenue|Sixth Avenue|Maple Alley|Green Alley|First Avenue|Homestead Avenue|Charles Street|George Street|Bowes Avenue|Lincoln Avenue|Second Avenue|Freutal Street|Ninth Avenue|Haldane Street|Lea Street|Helen Avenue|Campbell Street|East Street|Cherry Alley|Martha Street|Perry Street|Eighth Avenue|Henry Street,,,confirm subject geo heading|confirm referring to river|confirm subject name heading
pitt:00vsep16,,Homestead Cemetery,cemetery|bridge,Haslett Avenue|Maple Street|Davis Avenue|Short Street|Arthur Avenue|Drexel Avenue|Homer Avenue|Hays Street|Davison Street|Mays Street|West Street|Ridge Street|Wilson Avenue|Laurel Street|Township Road|Watson Street|Woodland Avenue|Gem Street|Neel Avenue|Wheeling Street|Beech Road|Baldwin Street|Baltimore Avenue|McAdams Avenue|Cready Street|Magee Avenue|Girard Avenue|Park View Avenue|Carter Street|Risher Avenue|Seif Avenue|Madison Avenue|Oak Street|Hill Street,,,confirm subject name heading
pitt:00vsep17,,,,Haslett Avenue|Davis Avenue|Drexel Avenue|Arthur Avenue|Short Street|Homer Avenue|Marian Avenue|Main Street|McElhinney Avenue|Homestead Avenue|Wilson Avenue|Madison Street|Woodland Avenue|Gem Street|Neel Avenue|Gas Street|May Street|Wheeling Street|Second Avenue|1st Street|Baltimore Avenue|Parkview Avenue|Second Street|Helen Avenue|Magee Avenue|McAdams Avenue|Girard Avenue|Risher Avenue|Grace Street|Traction Avenue|3rd Street,,,
pitt:00vsep18,,Kennywood Park|Monongahela River,cemetery|park,Frederkeil Street|Cochran Street|Cliff Street|6th Street|Auriles Street|Crawford Street|Savey Avenue|Superior Street|Walnut Street|Wool Street|Hays Street|Altmeyer Avenue|Division Street|Ridge Street|Erwin Street|Chestnut Street|Center Street|Viola Avenue|East Duquesne Avenue|Hamilton Avenue|5th Street|Fourth Avenue|Linden Street|Catharine Street|Township Road|Victor Street|Watson Street|Meadow Avenue|Washington Street|River Avenue|Grant Avenue|Norman Street|State Street|Railroad Street|Union Street|Lippincott Street|Gilmore Street|Pirl Street|Water Street|Bradshaw Street|Oliver Avenue|Baldwin Street|Kahler Street|7th Street|1st Street|Camp Street|Ninth Avenue|Priscilla Avenue|Graham Street|Second Street|Coal Street|Terrace Street|Cready Street|Duquesne Avenue|Carter Street|Neverline Avenue|Seif Avenue|Hester Street|Oak Street|3rd Street|Patterson Avenue|Mill Street|Arch Street|Oak Alley|Hill Street|Kennedy Avenue|Pearl Street,,,confirm subject geo heading|confirm subject geo heading|confirm referring to river
pitt:00vsep19,,Monongahela River,,Seward Street|Savey Avenue|Ridge Alley|First Street|Ray Alley|Vincent Alley|Bluff Alley|Orchard Alley|Marion Street|Catherine Avenue|Edith|Hickory Alley|Coal Alley|Stowe Alley|Mulberry Alley|Pine Alley|William Street|Kahler Street|Priscilla Way|Line Alley|Graff Street|Ross Street|Orange Alley|Grape Alley|Hester Street|Zend Alley|Hill Street|Oak Alley|Short Street|Wool Street|Altmeyer Avenue|Chestnut Alley|Friendship Avenue|Catherine Street|Erwin Street|Hamilton Avenue|Viola Avenue|Locust Alley|Huckleberry Alley|Victor Street|Washington Street|River Avenue|Norman Street|Beech Alley|Vine Alley|Bradshaw Street|Apricot Alley|Sixth Street|Centre Alley|Matlock Avenue|Apple Alley|Plum Alley|Neptune Alley|Patterson Avenue|Cedar Alley|Mill Street|Fifth Street|Parallel Alley|Cochran Street|Bessemer Street|Auriles Street|Duquesne (Cochran st) Avenue|Comet Alley|Mifflin Street|Quarry Alley|Chestnut Street|Church Street|State Street|Gilmore Street|Poplar Alley|Peach Alley|Camp Street|Spiedmont|Graham Street|St Clair Street|Meadow Street|Oak Street|Violet Alley|Arch Street|Seventh Street|Raspberry Alley|Kennedy Avenue|Superior Street|Strawberry Alley|Barbara Street|Maple Street|Run Street|Raymond Avenue|Crawford Street|Walnut Street|Harrison Alley|Ridge Street|Library Avenue|Maple Alley|East Duquesne Avenue|Afton Way|Linden Street|Sycamore Alley|Railroad Street|Pirl Street|Fourth Street|Water Street|Lippincott Street|Oliver Avenue|Stone Alley|Thorn Alley|Granta Avenue|Second Street|Centre Street|Collier Alley|Hero|Black Oak Alley|Neverline Avenue|Peter Street|Kennedy Street|Cherry Alley|Prune Alley|Pearl Street,,,confirm subject geo heading|confirm referring to river
pitt:00vsep20,,Monongahela River|Lutheran graveyard|Richland Cemetery,cemetery,Patison Alley|Richland Avenue|6th Street|Raymond Street|Maple Avenue|Rose Alley|Christian Street|Park Avenue|Clay Street|Euclid Avenue|Goldstrom Street|Ravine Street|Amily Alley|Front Alley|McClure Street|5th Street|Dewey Street|Locust Alley|Alvin Avenue|Popular Alley|Bandanna Alley|Washington Street|Corine Avenue|4th Street|Dravo Street|Charles Avenue|Beech Alley|Scott Alley|Grant Street|1st Street|Coal Alley|Hickory Alley|Ridge Avenue|Second Street|Line Alley|McLain Street|Duquesne Avenue|Ash Alley|Mound Avenue|Martin Alley|Cherry Alley|Alder Alley|Elizabeth Street|Carlysle Street|Monongahela Avenue|3rd Street|McCleland|Laura Avenue|Cedar Alley|Hill Street|Long Alley|Sherman Avenue,,,confirm subject geo heading|confirm referring to river|confirm subject name heading
pitt:00vsep21,,Monongahela River|Richland Cemetery,cemetery,Richland Avenue|Euclid Avenue|6th Street|Ravine Street|Clay Street|Goldstrom|Maple Avenue|McClure Street|Christian Street|5th Street|1st Street|Charles Street|Washington Avenue|3rd Street|Carlysle|Sherman Avenue|4th Street,,,confirm subject geo heading|confirm referring to river|confirm subject name heading
pitt:00vsep22,,,cemetery|coal pit,,,,
pitt:00vsep23,,Monongahela River,river,6th Street|Hedge Alley|Date Alley|Ohio Avenue|Spruce Alley|Town Avenue|Earlington|Janiata Avenue|11th Street|Erie Avenue|Minnesota Avenue|Louisiana Avenue|Harrison Street|Kentucky Avenue|Iowa Avenue|Edmond Street|Sugar Alley|Allegheny Avenue|5th Street|Fern Alley|Maryland Avenue|10th Street|Nebraska Avenue|Green Street|4th Street|Atlantic Avenue|9th Street|Delaware Avenue|7th Street|1st Street|Vermont Avenue|Pine Alley|Peach Alley|Ontario Street|Thorn Alley|Second Street|Tennessee Avenue|Nevada Avenue|Detroit Avenue|Hemlock Alley|Fie Alley|Indiana Avenue|Fairview Avenue|Cherry Alley|Cypress Alley|Summit Avenue|Plum Alley|8th Street|Marie Avenue|Monongahela Avenue|3rd Street|Birch Alley|Oregon Avenue|Arch Street|Michigan Avenue,,,confirm subject geo heading
pitt:00vsep24,,Youghiogheny River,,Straw Alley|Cliff Street|Maple Street|6th Street|Walnut Street|Short Street|Tacoma Avenue|McClure Alley|Scott Avenue|Arch Street|High Street|Euclid Avenue|Drug Alley|Bluff Street|Ravine Street|Maple Alley|Block Alley|Chestnut Street|Grove Avenue|Front Street|Linden Street|Dale Avenue|Locust Alley|Mount Alley|Township Road|Glenn Avenue|Sylvan Avenue|Woodland Avenue|Pine Street|4th Street|Cedar Alley|Walnut Alley|Port Vue Avenue|Beech Alley|Heilock Alley|Southern Avenue|1st Street|Grove Street|Coal Alley|Pine Alley|Fairmount Avenue|Spruce Street|Second Street|Forest Avenue|Dover Alley|Laredo Street|Dart Alley|3rd Street|Fern Street|Pit Alley|River Street|Hill Street|Linden Avenue,,,confirm subject geo heading|confirm referring to river
pitt:00vsep25,,Youghiogheny River|Beulah Cemetery|Elizabeth Driving Park|Monongahela River,grave yard|cemetery|park,Edmundson Avenue|6th Street|Lysle Street|Ohio Avenue|First Street|Navilla Street|Penn Street|Third Street|Rustic Avenue|Wayne Street|Bethlehem Road|Rural Avenue|Pennsylvania Avenue|Century Avenue|Euclid Avenue|Harrison Street|Erie Avenue|Rustic Way|Chestnut Street|Aurora Avenue|5th Street|Dale Avenue|Rural Way|10th Street|Nebraska Avenue|Woodland Avenue|4th Street|Pine Street|Havilla Street|Edwin Street|Port Vue Avenue|9th Street|Delaware Avenue|Southern Avenue|Archer Avenue|7th Street|Vermont Avenue|1st Street|Second Street|Linden Avenue|Couch Avenue|Mary Street|Hilda Avenue|Finney Alley|8th Street|Irene Street|Monongahela Avenue|Juniata Avenue|3rd Street|Arch Street|Sinclair Street|Dale Street|Windsor Street,,,confirm subject geo heading|confirm referring to river|confirm subject geo heading|confirm subject name heading
pitt:00vsep26,,Elizabeth Cemetery|Monongahela River|Catholic Cemetery|Walkers Cemetery|Public Square|Walkers Cemetery|Catholic Cemetery,square|cemetery,Market Street|McKeesport Road|Underwood Avenue|Mill Alley|Walnut Street|Short Street|Tanner Street|Mulberry Street|First Street|Sherman Street|Third Street|Locust Street|Park Avenue|Wylie Avenue|Clay Street|11th Street|Pennsylvania Avenue|Chicago Avenue|Stewart Street|Eight Street|Patterson Street|Middle Alley|Allegheny Avenue|Tanner Alley|Hill Alley|Fergus Avenue|Church Street|10th Street|Douglas Avenue|Strawberry Alley|Wilson Alley|Sheriff Avenue|Lincoln Street|Irwin Avenue|Shaffer Avenue|Penniman Avenue|Water Street|Fourth Street|Plum Street|Grant Street|Sixth Street|Mulberry Alley|Ninth Street|Glass Street|Second Street|Station Way|Oxford Avenue|Brauff all|McKeesport Avenue|Graham Avenue|Kender Alley|12th Street|Fergus Street|Elizabeth Avenue|Monongahela Avenue|Ferry Street|Ekin Avenue|Oak Avenue|Seventh Street|Bayard Street|Long Street|Cemetery Street|Fifth Street|Polk Street,,,confirm subject geo heading|confirm referring to river|confirm subject geo heading|confirm subject name heading
pitt:00vsep27,,Youghiogheny River|Monongahela River,cemetery,Market Street|McKeesport Road|Underwood Avenue|Penn|First Street|Third Street|Locust Street|Wylie Avenue|Park Avenue|Chicago Avenue|Chicago Street|Eight Street|Fifth Street|Allegheny Avenue|Center|Fergus Avenue|Lincoln Street|Shaffer Avenue|Monongahela Road|Water Street|Fourth Street|Wood|Seventh Street|Sixth Street|Vine|Ninth Street|Second Street|Station Way|Oxford Avenue|Ross Street|Main|Graham Avenue|Meadow Street|Elizabeth Avenue|Monongahela Avenue|Logan Street|Queen|Brown,,,confirm subject geo heading|confirm referring to river
pitt:00vsep28,,Youghiogheny River,,Meade Street|Walnut Street|First Street|Penn Street|Third Street|Wylie Avenue|Onion Alley|Chestnut Street|Main Street|Queen Street|Hill Alley|Vine Street|Township Road|Orchard Alley|Lincoln Street|Scott Alley|Water Street|Fourth Street|1st Street|Virgin Alley|Coal Alley|Halket Alley|Stone Alley|Wood Street|Second Street|Ross Street|Brown Street|Spice Alley|Logan Street,,,confirm subject geo heading|confirm referring to river
pitt:00vsep29,,Monongahela River,cemetery,Eight Street|Oxford Avenue|Township Road|Shaffer Avenue|Park Avenue|Pleasant Street|Mechanic Street|West Newton Pike|Seventh Street|Sixth Street|Monongahela Avenue|Ninth Street|Wylie Avenue|Fifth Street,,,confirm subject geo heading|confirm referring to river
pitt:01v01p01,,Fort Wayne,fort,Market Street|Stanton Avenue|Nixon Street|Wayne Street|Preble Avenue|High Street|Knox Street|New Hudson (Grant) (al) Street|Newry Street|Sumner Street|Beaver Avenue|Margaret Street|Wolf Alley|Brady Street|Laurel Alley|Warner Street|Delaware Street|Gladstone (Evans al) Street|Scrip Alley|Hoffman (Pine al) Street|Sigel Street|Island (Strawberry ln) Avenue|Fulton Street|Gladstone (Evans) (al) Street|Adams Street|Orbit (Orchard ln) Street|Washington (Island) (ln) Avenue|Somerset Street|New Hudson (Grant al) Street|Vermont Street|Colfax Street|Manhattan Street|Island Avenue|Bayard Street|Chartiers Street|Magnolia Street,,,confirm subject geo heading|confirm referring to river
pitt:01v01p02,,,,Market Street|Rosedale Street|Franklin Street|(Ohio) Ogden Street|(Lecky) Latrobe Alley|Locust Street|Pennsylvania Avenue|Stewart Street|Lake Street|Juniata Street|Washington (Island ln) Avenue|Beaver Avenue|Haines Alley|Magnolia Alley|Laurel Alley|Decatur Street|Greenwood Street|Ward Street|Rush Street|Fulton Street|Gladstone (Evans) (al) Street|Preble Street|Sheffield Street|Manhattan Street|Chartiers Street,,,confirm referring to river
pitt:01v01p03,,,harbor line,Market Street|Page Street|Frazier Street|Rebecca Avenue|Mulberry Street|Hopkins Street|Carson Street|Western Avenue|Preble Avenue|Hamlin Street|Miller (Joint) (al) Street|Laurel Street|Lincoln Avenue|Manilla Alley|Evans Alley|Kentucky (Central st) Avenue|Greenwood Street|Faulkner Street|Belmont Avenue|Spruce Street|Fulton Street|Beaver Street|Sheffield Street|Manhattan Street|Fayette Street|Ridge Avenue|Chartiers Street|Magnolia Street|Salma Alley,,,confirm referring to river
pitt:01v01p04,,Fort Wayne & Chicago Railway|Uniondale Cemetery,incline plane|steps|cemetery,St Clair (D) Street|Logan (Peach al) Street|Winifred Street|Kirkpatrick Alley|Sweeny Alley|Nevada (Nixon) Street|Logan (al) Street|A Street|Myrtle Street|California Avenue|Brighton Place|Sedgwick Street|Brighton Road|Oakland (Dover Hill) Street|Sarah Street|Kirkpatrick (Ford st) Avenue|Charles Street|Sumner Street|Washington Avenue|Margaret Street|Wolf Alley|Irwin Avenue|Lamont Alley|Warner Street|Sweeny Street|Relief Alley|Melrose (Gallagher) Street|Dill Street|Sigel Street|(Strawberry) (ln) Island Avenue|Morrison Avenue|Fulton Street|Adams Street|Somerset Street|Colfax Street|B Street|Farris Street|Fremont (al) Street|St Marks (C) pl (st)|Kirkpatrick Avenue|Raspberry Alley|Taggart Street|Henry Street,,,confirm referring to river|confirm subject name heading
pitt:01v01p05,,Fort Wayne & Chicago Railway,,Franklin Street|Frazier Street|Braddock Street|Locust Street|Cabinet Street|Beymer Street|Pennsylvania Avenue|Stewart Street|Sedgwick Street|Fremont Street|Allegheny ave Extension|McCauslin (McDonald) Street|Allegheny Avenue|Filmore (Franklin) Street|Lake Street|Juniata Street|Washington Avenue|Irwin Avenue|Marquis (al) Street|Jackson Street|Decatur Street|Grant Street|Ward Street|Rush Street|Fulton Street|Bidwell Street|Sheffield Street|Oak Alley,,,confirm referring to river
pitt:01v01p06,,Fort Wayne & Chicago Railway,,Frazier Street|Baliff Alley|Abdell Street|Braddock Street|Cabinet Street|Western Avenue|Hamlin Street|Ridge Street|Bouquet Street|Reed Street|Chapel Alley|Allegheny Avenue|Barnes Alley|Douglass (Pasture) (al) Place|Lincoln Avenue|Rope Alley|Manilla Alley|North ave West|Grant Avenue|Rope (Gas) Alley|Irwin Avenue|Paxton (Pine) Alley|Juno (Daisy) Alley|Buttercup Alley|Beech Street|Bidwell Street|Sheffield Street|Fayette Street,,,confirm referring to river
pitt:01v01p07,,Pittsburgh & Western Rail Way|Ohio River,harbor line|railroad,Dilworth Alley|Sproat Alley|Rebecca Street|Lighthill Street|Frazier Street|Cypress Alley|South Avenue|Ridge Avenue|Chartiers Street|Belmont Avenue,,,confirm subject geo heading|confirm referring to river|confirm subject name heading
pitt:01v01p08,,Pittsburgh & Western Railway|Ohio River,steps|harbor line|railroad|bridge,Sproat Alley|Rebecca Street|Caroline Street|Frazier Street|Sturgeon Street|Thomas Street|Bowen Street|Snowdon Street|Borland Alley|Grant Avenue|English Alley|Irwin Avenue|Rodgers (Stevens al) Street|Denny Street|Shields Street|South Avenue|Allegheny Avenue|Union Bridge|Park Street|Harding Street|St Clair Street|Brown Street|Walker Street|Ridge Avenue|Patterson Alley|Windsor Street,,,confirm subject geo heading|confirm referring to river|confirm subject name heading
pitt:01v01p09,,ward line (old city line),steps,Ridgewood Avenue|Yale Street|Clayton Avenue|Overlook Street|O'Hern Street|Buena Vista Street|Division Street|Harrison Street|Brighton Place|Jefferson Street|Crafton Street|McClintock Avenue|Wilson Avenue|Drum Street|Norman Street|Lithgow Avenue|Irwin Avenue|Clifton Street|Perrysville Plank Road|Garrison Street|Eshelman Street|(Gallagher) Melrose (st) Avenue|Federal Lane|Rolla Street|University Avenue|(Vine) Hancock Street|Observatory Avenue|Linden Avenue|Terrace Avenue,,,
pitt:01v01p10,,Ft. Wayne & Chicago Railroad,steps|railroad,Ehlers Alley|W Jefferson Street|East Jefferson Street|Slope Alley|Creighton (Lindsay) Alley|Friendship Alley|McKain Alley|Roberts Street|Mifflin (Morgan) Alley|Spring Alley|Graham Alley|Barnet Alley|Ellsworth (Benton) Alley|Alpine Avenue|O'Hern Street|Buena Vista Street|Pump Alley|Rampage Alley|North (Shannapin st) ave West|Columbia Way|Taylor Avenue|Monterey Extension|Monterey Street|Resaca Place|Sampson Street|Fisk (Franklin al) Street|Arlington (Ackley st) Avenue|Irwin Avenue|(Strichlers) Wood Street (al)|Jackson Street|Blair Alley|Columbia Place|Garfield Street|Carroll Street|Day Alley|Dawson (Davis) Street|(Shields) Saturn Alley|Federal Street|Winters Street|Pryer Alley|Race Street|Palo Alto Street|Perrysville Avenue|Campbell Street|Veto Street|Sherman (Webster st) Avenue|Drovers Alley|Arch Street|Private Alley|Lecky Alley|W Pearl Street|Lane Alley,,,confirm subject name heading|confirm referring to river
pitt:01v01p11,,Diamond Park|Fort Wayne & Chicago Railway|North Park,fountain|park,Marion Avenue|Burgess Alley|Marbury (Marshall) Street|Morton Street|Montgomery ave West|S Diamond Street|Mulvey Alley|Ohio Street|Irwin Avenue|W Diamond Street|Federal Street|North Avenue|Park Way|Ridge Avenue|N Diamond Street|Erie Street|Knox Alley|Arch Street|Bank Street|Sherman Avenue|Sample Alley,,,confirm subject geo heading|confirm referring to river
pitt:01v01p12,,Pittsburgh & Western Railway|Allegheny River|Fort Wayne & Chicago Railway,railroad|park|river|harbor line|bridge,Cliff Street|Rebecca Street|Marion Avenue|Charles Court|Corry Street|Robinson Street|Kilbuck Street|Berm Alley|Craig Street|Martin Street|Irwin Avenue|Darrah Street|W Diamond Street|Excelsior Alley|Federal Street|South Avenue|Park Way|Lacock Street|Ann Street|Hope Alley|Coleman Street|School Street|Stevens Alley|Balkam Street|Bird Alley|Arch Street|Bank Street|Marburg (Marshall) Street|Sherman Avenue|Stockton Street,,,confirm referring to river|confirm subject geo heading|confirm subject name heading
pitt:01v01p13,,East Park|Western Pennsylvania Railroad|Fort Wayne & Chicago Railway|lower harbor line|Pittsburgh & Western Railway|Allegheny River|Western Pennsylvania Railroad,railroad|park|river|sewer|bridge|harbor line,Scott (Gray) (al) Street|Factory Alley|Burke Alley|Robinson Street East|Grantham Street|Anderson Street|Rose Alley|Cedar Avenue|Penn Street|Isabella Street|Nelson (North) Street|Post (Perry) Alley|Union Avenue|Sandusky Avenue|Birn Alley|Rampart (Race) Alley|Church Avenue|Washington Street|River Avenue|Voeghtly Street|7th Street Bridge|Bell Alley|Stoddart Alley|Carlisle Alley|Goodrich Street|Vine Alley|Federal Street|Hickory Alley|E Diamond Street|Cairo (Centre) Alley|Park Way|Lacock Street|Short Alley|Arbuckle Alley|Liberty Street|Madison Avenue|Morgan Street|Hope Street|9th Street Bridge|Fountain Street,,,confirm referring to river|confirm subject geo heading|confirm subject name heading
pitt:01v01p14,,East Park|North Park,park,Erie Street|Hemp Alley|Liberty Street|North Avenue|S Diamond Street East|Shawnee (2nd) (al) Street|First Street|East Ohio Street|Park Way|First Alley|Third Street|Virgin Alley|N Diamond Street East|Tower (3rd al) Street|Second Street|Avery Street|Montgomery ave East,,,confirm subject geo heading
pitt:01v01p15,,Nunnery Hill Incline Plane,steps,Ashford Street|Pannier Street|Henderson Street|Warren Street|Parkway Avenue|Fairmount Street|Hays Alley|Tate Alley|Heath (High) proposed Street|Sam Street|Robert Street|Magee Street|Hasley Street|Balph Alley|Quarry Alley|Loraine (White Oak al) Street|Hazlip Alley|Blaine Alley|Springfield (Spring) Street|Chislett Alley|Compromise Street|Marie Place|Shears Alley|Linden Street|Dunloe (Steep st) Avenue|Howard Street|Hemlock Street|McBrier Alley|Steels Alley|Boyle Street|Orchard Alley|Jucunda Street|Regina (Raspberry) Alley|Federal Street proposed|Blind Alley|Carrie Street|North Avenue|Federal Street|Knoll Street|Sandusky Street|Poplar Street|Lee Street|Esplanade Street|Rogers Street|Pilot Alley|Hemlock Alley|Middle Street|James Street|Palmer Alley|East Street|Jay Street|Hecla Street|Pearl Street|Mound Alley,,,confirm subject geo heading
pitt:01v01p16,,St. Mary's Cemetery|Nunnery Hill Incline Plane|(old city line) ward line|East Line of Federal Street Extension|West Line of Federal Street Extension,steps|cemetery,Morris Street|Elm Street|Sentinel (School) Alley|Ferguson Avenue|Maple Avenue|Warren Street|Briggs (Maple) Avenue|Denham (Fairview) Avenue|Hays Alley|Geneva Street|Pipe Street|Hargnett Alley|Meade (Willis) Street|Clyde Street|Lawrence Avenue|Wigwam Street|Lyon Terrace|Compromise Street|Maripoo (Maple) Avenue|(Elm) Street|Howard Street|Toboggan Street|(Elm) Elmira Street|Federal Street (proposed)|Rising Main Street|Ella Street|Spring Avenue|Fineview Avenue|Kline Alley|Carrie Street|Lombard Street|Plum Street|Lanark Street|Sandusky Street|Parker Avenue|Parkview Avenue|Cemetery Avenue|Osgood Street|East Street|Lafayette (Linden) Avenue|Federal Lane|Bell Avenue|McNaugher Avenue|Sidney Street|Pitt Street,,,confirm subject geo heading|confirm subject name heading
